what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347464509693
activated,view,com.android.ide.eclipse.ddms,20.0.3.v201208082019-427395,"com.android.ide.eclipse.ddms.views.LogCatView",1347464512752
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1347464519470
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1347464528150
activated,view,com.android.ide.eclipse.ddms,20.0.3.v201208082019-427395,"com.android.ide.eclipse.ddms.views.LogCatView",1347464535878
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347464547799
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347464562667
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1347464562705
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347464565078
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347464571459
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347464574717
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347473273273
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347473275894
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347474346199
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1347474356495
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347474359307
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347474727161
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347474729740
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347474999837
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1347475002564
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1347475003194
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1347475012311
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1347475034047
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347475053498
activated,view,com.android.ide.eclipse.ddms,20.0.3.v201208082019-427395,"com.android.ide.eclipse.ddms.views.LogCatView",1347476376080
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347477593570
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347477594960
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347479054437
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347479059443
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347479062377
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1347479062439
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347479089732
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347545717420
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347545980209
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347546091559
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347546099901
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347546656884
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347546657583
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347547205089
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347547244979
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347547246668
activated,view,com.android.ide.eclipse.ddms,20.0.3.v201208082019-427395,"com.android.ide.eclipse.ddms.views.LogCatView",1347547281787
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1347547286259
activated,view,com.android.ide.eclipse.ddms,20.0.3.v201208082019-427395,"com.android.ide.eclipse.ddms.views.LogCatView",1347547308154
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1347547321120
activated,view,com.android.ide.eclipse.ddms,20.0.3.v201208082019-427395,"com.android.ide.eclipse.ddms.views.LogCatView",1347547330220
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1347547350245
activated,view,com.android.ide.eclipse.ddms,20.0.3.v201208082019-427395,"com.android.ide.eclipse.ddms.views.LogCatView",1347547352005
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347547365061
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347547417565
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1347547417627
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1347547428240
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1347547432961
